lesmis/lesmis_0001.wav|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|Chapitre I La Charybde du faubourg Saint-Antoine et la Scylla du faubourg du Temple|7.63
lupincontresholme/lupincontresholme_2970.wav|– enfin pressée par les événements, influencée par les menaces de Bresson, elle donne le nom de sa rue, Murillo.|– enfin pressée par les événements, influencée par les menaces de Bresson, elle donne le nom de sa rue, Murillo.|6.7
lupincontresholme/lupincontresholme_2971.wav|Le lendemain, Arsène Lupin annonce qu’il sera dans le parc Monceau à trois heures, et prie son inconnue de porter un bouquet de violettes comme signe de ralliement.|Le lendemain, Arsène Lupin annonce qu’il sera dans le parc Monceau à trois heures, et prie son inconnue de porter un bouquet de violettes comme signe de ralliement.|9.36
lupincontresholme/lupincontresholme_2972.wav|Là, une interruption de huit jours dans la correspondance. Arsène Lupin et la dame n’ont pas besoin de s’écrire par la voie du journal :|Là, une interruption de huit jours dans la correspondance. Arsène Lupin et la dame n’ont pas besoin de s’écrire par la voie du journal :|7.49
lupincontresholme/lupincontresholme_2973.wav|ils se voient ou s’écrivent directement. Le plan est ourdi pour satisfaire aux exigences de Bresson, la dame enlèvera la lampe juive.|ils se voient ou s’écrivent directement. Le plan est ourdi pour satisfaire aux exigences de Bresson, la dame enlèvera la lampe juive.|9.62
lupincontresholme/lupincontresholme_2974.wav|Reste à fixer le jour. La dame qui, par prudence, correspond à l’aide de mots découpés et collés, se décide pour le samedi et ajoute :|Reste à fixer le jour. La dame qui, par prudence, correspond à l’aide de mots découpés et collés, se décide pour le samedi et ajoute :|8.63
lupincontresholme/lupincontresholme_2975.wav|« Répondez Écho 237. » Lupin répond que c’est entendu et qu’il sera en outre le dimanche matin dans le parc.|Répondez cho deux-trois-sept. Lupin répond que c’est entendu et qu’il sera en outre le dimanche matin dans le parc.|8.0
lupincontresholme/lupincontresholme_2976.wav|Le dimanche matin, le vol avait lieu. – En effet, tout s’enchaîne, approuva le Baron, et l’histoire est complète.|Le dimanche matin, le vol avait lieu. – En effet, tout s’enchaîne, approuva le Baron, et l’histoire est complète.|8.57
lupincontresholme/lupincontresholme_2977.wav|Sholmès reprit : – Donc le vol a lieu.|Sholmès reprit : – Donc le vol a lieu.|4.29
lupincontresholme/lupincontresholme_2978.wav|La dame sort le dimanche matin, rend compte à Lupin de ce qu’elle a fait, et porte à Bresson la lampe juive.|La dame sort le dimanche matin, rend compte à Lupin de ce qu’elle a fait, et porte à Bresson la lampe juive.|6.67
lupincontresholme/lupincontresholme_2979.wav|Les choses se passent alors comme Lupin l’avait prévu. La justice, abusée par une fenêtre ouverte,|Les choses se passent alors comme Lupin l’avait prévu. La justice, abusée par une fenêtre ouverte,|6.09
lupincontresholme/lupincontresholme_2980.wav|quatre trous dans la terre et deux éraflures sur un balcon, admet aussitôt l’hypothèse du vol par effraction. La dame est tranquille.|quatre trous dans la terre et deux éraflures sur un balcon, admet aussitôt l’hypothèse du vol par effraction. La dame est tranquille.|9.24
lupincontresholme/lupincontresholme_2981.wav|– Soit, fit le Baron, j’admets cette explication très logique. Mais le second vol… – Le second vol fut provoqué par le premier.|– Soit, fit le Baron, j’admets cette explication très logique. Mais le second vol – Le second vol fut provoqué par le premier.|8.57
lupincontresholme/lupincontresholme_2982.wav|Les journaux ayant raconté comment la lampe juive avait disparu, quelqu’un eut l’idée de répéter l’agression et de s’emparer de ce qui n’avait pas été emporté.|Les journaux ayant raconté comment la lampe juive avait disparu, quelqu’un eut l’idée de répéter l’agression et de s’emparer de ce qui n’avait pas été emporté.|9.09
lupincontresholme/lupincontresholme_2983.wav|Et cette fois ce ne fut pas un vol simulé, mais un vol réel, avec effraction véritable, escalade, etc.|Et cette fois ce ne fut pas un vol simulé, mais un vol réel, avec effraction véritable, escalade, etc.|8.15
lupincontresholme/lupincontresholme_2984.wav|– Lupin, bien entendu… – Non, Lupin n’agit pas aussi stupidement. Lupin ne tire pas sur les gens pour un oui ou un non.|– Lupin, bien entendu – Non, Lupin n’agit pas aussi stupidement. Lupin ne tire pas sur les gens pour un oui ou un non.|9.05
lupincontresholme/lupincontresholme_2985.wav|– Alors qui est-ce ? – Bresson, sans aucun doute, et à l’insu de la dame qu’il avait fait chanter.|– Alors qui est-ce ? – Bresson, sans aucun doute, et à l’insu de la dame qu’il avait fait chanter.|7.37
lupincontresholme/lupincontresholme_2986.wav|C’est Bresson qui est entré ici, c’est lui que j’ai poursuivi, c’est lui qui a blessé mon pauvre Wilson. – En êtes-vous bien sûr ?|C’est Bresson qui est entré ici, c’est lui que j’ai poursuivi, c’est lui qui a blessé mon pauvre Wilson. – En êtes-vous bien sûr ?|9.48
lupincontresholme/lupincontresholme_2987.wav|– Absolument. Un des complices de Bresson lui a écrit hier, avant son suicide, une lettre qui prouve que des pourparlers furent engagés entre ce complice et Lupin|– Absolument. Un des complices de Bresson lui a écrit hier, avant son suicide, une lettre qui prouve que des pourparlers furent engagés entre ce complice et Lupin|10.0
lupincontresholme/lupincontresholme_2988.wav|pour la restitution de tous les objets volés dans votre hôtel. Lupin exigeait tout,|pour la restitution de tous les objets volés dans votre hôtel. Lupin exigeait tout,|5.63
lupincontresholme/lupincontresholme_2989.wav|« la première chose (c’est-à-dire la lampe juive) aussi bien que celles de la seconde affaire ». En outre il surveillait Bresson.|la première chose c’est-à-dire la lampe juive aussi bien que celles de la seconde affaire . En outre il surveillait Bresson.|8.5
lupincontresholme/lupincontresholme_2990.wav|Quand celui-ci s’est rendu hier soir au bord de la Seine, un des compagnons de Lupin le filait en même temps que nous. – Qu’allait faire Bresson au bord de la Seine ? –|Quand celui-ci s’est rendu hier soir au bord de la Seine, un des compagnons de Lupin le filait en même temps que nous. – Qu’allait faire Bresson au bord de la Seine ? –|9.43
lupincontresholme/lupincontresholme_2991.wav|Averti des progrès de mon enquête… – Averti par qui ?|Averti des progrès de mon enquête – Averti par qui ?|3.73
lupincontresholme/lupincontresholme_2992.wav|– Par la même dame, laquelle craignait à juste titre que la découverte de la lampe juive n’amenât la découverte de son aventure… donc, Bresson averti, réunit en un seul paquet ce qui peut le compromettre, et il le jette dans un endroit où il lui est possible de le reprendre, une fois le danger passé.|– Par la même dame, laquelle craignait à juste titre que la découverte de la lampe juive n’amenât la découverte de son aventure donc, Bresson averti, réunit en un seul paquet ce qui peut le compromettre, et il le jette dans un endroit où il lui est possible de le reprendre, une fois le danger passé.|19.53
lupincontresholme/lupincontresholme_2993.wav|C’est au retour que, traqué par Ganimard et par moi, ayant sans doute d’autres forfaits sur la conscience, il perd la tête et se tue.|C’est au retour que, traqué par Ganimard et par moi, ayant sans doute d’autres forfaits sur la conscience, il perd la tête et se tue.|8.36
lupincontresholme/lupincontresholme_2994.wav|– Mais que contenait le paquet ? – La lampe juive et vos autres bibelots. – Ils ne sont donc pas en votre possession ?|– Mais que contenait le paquet ? – La lampe juive et vos autres bibelots. – Ils ne sont donc pas en votre possession ?|8.25
lupincontresholme/lupincontresholme_2995.wav|– Aussitôt après la disparition de Lupin, j’ai profité du bain qu’il m’avait forcé de prendre, pour me faire conduire à l’endroit choisi par Bresson,|– Aussitôt après la disparition de Lupin, j’ai profité du bain qu’il m’avait forcé de prendre, pour me faire conduire à l’endroit choisi par Bresson,|8.1
lupincontresholme/lupincontresholme_2996.wav|et j’ai retrouvé, enveloppé de linge et de toile cirée, ce qui vous fut dérobé. Le voici, sur cette table.|et j’ai retrouvé, enveloppé de linge et de toile cirée, ce qui vous fut dérobé. Le voici, sur cette table.|8.07
lupincontresholme/lupincontresholme_2997.wav|Sans un mot le Baron coupa les ficelles, déchira d’un coup les linges mouillés, en sortit la lampe, tourna un écrou placé sous le pied,|Sans un mot le Baron coupa les ficelles, déchira d’un coup les linges mouillés, en sortit la lampe, tourna un écrou placé sous le pied,|9.04
lupincontresholme/lupincontresholme_2998.wav|fit effort des deux mains sur le récipient, le dévissa, l’ouvrit en deux parties égales, et découvrit la chimère en or, rehaussée de rubis et d’émeraudes.|fit effort des deux mains sur le récipient, le dévissa, l’ouvrit en deux parties égales, et découvrit la chimère en or, rehaussée de rubis et d’émeraudes.|10.42
lupincontresholme/lupincontresholme_2999.wav|Elle était intacte.|Elle était intacte.|2.05
lupincontresholme/lupincontresholme_3000.wav|Il y avait dans toute cette scène, si naturelle en apparence, et qui consistait en une simple exposition de faits, quelque chose qui la rendait effroyablement tragique, c’était l’accusation formelle, directe, irréfutable,|Il y avait dans toute cette scène, si naturelle en apparence, et qui consistait en une simple exposition de faits, quelque chose qui la rendait effroyablement tragique, c’était l’accusation formelle, directe, irréfutable,|12.9
lupincontresholme/lupincontresholme_3001.wav|que Sholmès lançait à chacune de ses paroles contre Mademoiselle. Et c’était aussi le silence impressionnant d’Alice Demun.|que Sholmès lançait à chacune de ses paroles contre Mademoiselle. Et c’était aussi le silence impressionnant d’Alice Demun.|8.5
lupincontresholme/lupincontresholme_3002.wav|Pendant cette longue, cette cruelle accumulation de petites preuves ajoutées les unes aux autres, pas un muscle de son visage n’avait remué,|Pendant cette longue, cette cruelle accumulation de petites preuves ajoutées les unes aux autres, pas un muscle de son visage n’avait remué,|8.29
lupincontresholme/lupincontresholme_3003.wav|pas un éclair de révolte ou de crainte n’avait troublé la sérénité de son limpide regard. Que pensait-elle ?|pas un éclair de révolte ou de crainte n’avait troublé la sérénité de son limpide regard. Que pensait-elle ?|7.0
lupincontresholme/lupincontresholme_3004.wav|Et surtout qu’allait-elle dire à la minute solennelle où il lui faudrait répondre, où il lui faudrait se défendre et briser le cercle de fer dans lequel Herlock Sholmès l’emprisonnait si habilement ?|Et surtout qu’allait-elle dire à la minute solennelle où il lui faudrait répondre, où il lui faudrait se défendre et briser le cercle de fer dans lequel Herlock Sholmès l’emprisonnait si habilement ?|12.71
lupincontresholme/lupincontresholme_3005.wav|Cette minute avait sonné et la jeune fille se taisait. – Parlez ! Parlez donc ! s’écria M. d’Imblevalle. Elle ne parla point.|Cette minute avait sonné et la jeune fille se taisait. – Parlez ! Parlez donc ! s’écria Monsieur d’Imblevalle. Elle ne parla point.|8.82
lupincontresholme/lupincontresholme_3006.wav|Il insista : – Un mot vous justifierait… un mot de révolte, et je vous croirai. Ce mot, elle ne le dit point.|Il insista : – Un mot vous justifierait un mot de révolte, et je vous croirai. Ce mot, elle ne le dit point.|9.81
lupincontresholme/lupincontresholme_3007.wav|Le Baron traversa vivement la pièce, revint sur ses pas, recommença, puis s’adressant à Sholmès : – Eh bien non, Monsieur !|Le Baron traversa vivement la pièce, revint sur ses pas, recommença, puis s’adressant à Sholmès : – Eh bien non, Monsieur !|9.03
lupincontresholme/lupincontresholme_3008.wav|Je ne peux pas admettre que ce soit vrai ! Il y a des crimes impossibles ! Et celui-là est en opposition avec tout ce que je sais, tout ce que je vois depuis un an.|Je ne peux pas admettre que ce soit vrai ! Il y a des crimes impossibles ! Et celui-là est en opposition avec tout ce que je sais, tout ce que je vois depuis un an.|9.21
lupincontresholme/lupincontresholme_3009.wav|Il appliqua sa main sur l’épaule de l’Anglais.|Il appliqua sa main sur l’épaule de l’Anglais.|3.21
lupincontresholme/lupincontresholme_3010.wav|– Mais, vous-même, Monsieur, êtes-vous absolument et définitivement certain de ne pas vous tromper ? Sholmès hésita,|– Mais, vous-même, Monsieur, êtes-vous absolument et définitivement certain de ne pas vous tromper ? Sholmès hésita,|8.65
lupincontresholme/lupincontresholme_3011.wav|comme un homme qu’on attaque à l’improviste et dont la riposte n’est pas immédiate. Pourtant il sourit et dit :|comme un homme qu’on attaque à l’improviste et dont la riposte n’est pas immédiate. Pourtant il sourit et dit :|6.21
